batter,batter_name,spearman_rho,p_value,parks
696100,Hunter Goodman,0.491644385026738,0.003663478237822284,33
676572,Eric Wagaman,0.49131016042780756,0.0036902144418093324,33
592450,Aaron Judge,0.49131016042780756,0.0036902144418093324,33
669394,Jake Burger,0.49097593582887705,0.003717119004067853,33
641914,Sheldon Neuse,0.49064171122994654,0.0037441927956729164,33
519317,Giancarlo Stanton,0.49064171122994654,0.0037441927956729164,33
660670,Ronald Acuña,0.4903074866310161,0.003771436691022264,33
592200,Curt Casali,0.4903074866310161,0.003771436691022264,33
686611,Dylan Crews,0.4899732620320856,0.0037988515678423736,33
656180,Riley Adams,0.4893048128342246,0.003854197793480938,33
657041,Lane Thomas,0.4889705882352942,0.0038821309144506785,33
521692,Salvador Pérez,0.4876336898395722,0.003995617617623868,33
691406,Junior Caminero,0.48596256684491984,0.004141490706956734,33
693304,Nick Gonzales,0.48562834224598933,0.004171209741552078,33
679529,Spencer Torkelson,0.48562834224598933,0.004171209741552078,33
669304,José Miranda,0.48562834224598933,0.004171209741552078,33
572191,Michael Taylor,0.4852941176470589,0.004201112398670071,33
621493,Taylor Ward,0.483288770053476,0.0043844366432432,33
608686,Jack Mayfield,0.482620320855615,0.004447056191613176,33
606115,Orlando Arcia,0.48195187165775405,0.004510444149839411,33
642201,Eli White,0.4806149732620321,0.004639556107448712,33
605119,Brian Anderson,0.47961229946524064,0.0047384647436361374,33
656577,Alex Jackson,0.4776069518716578,0.004941732189020604,33
518595,Travis D'Arnaud,0.4776069518716578,0.004941732189020604,33
657656,Ramón Laureano,0.4766042780748663,0.005046144979917826,33
663630,Ryan Mckenna,0.4759358288770053,0.0051168013459440675,33
676914,Davis Schneider,0.4756016042780749,0.005152446948725852,33
664056,Harrison Bader,0.47493315508021394,0.0052243781430787225,33
668901,Mark Vientos,0.47493315508021394,0.0052243781430787225,33
663898,Brendan Rodgers,0.47393048128342247,0.005333890461711125,33
623520,David Bote,0.4725935828877006,0.005482966468522243,33
545358,Max Stassi,0.4705882352941177,0.005713274461571301,33
553993,Eugenio Suárez,0.4705882352941177,0.005713274461571301,33
425877,Yadier Molina,0.47025401069518724,0.005752453851339486,33
642721,Kelvin Gutiérrez,0.46991978609625673,0.005791863193387307,33
571718,Brian Goodwin,0.4695855614973262,0.005831503578992835,33
650490,Yandy Díaz,0.4695855614973262,0.005831503578992835,33
605204,J. D. Davis,0.46925133689839577,0.005871376103087674,33
606192,Teoscar Hernández,0.46858288770053474,0.0059518219647647745,33
666915,Bobby Dalbec,0.46858288770053474,0.0059518219647647745,33
444489,Manny Piña,0.4679144385026739,0.006033209611101576,33
542303,Marcell Ozuna,0.4675802139037434,0.006074259379784318,33
656555,Rhys Hoskins,0.4665775401069519,0.006198845882231157,33
680869,Zack Gelof,0.4665775401069519,0.006198845882231157,33
543807,George Springer,0.4662433155080214,0.006240857529546243,33
656413,Stuart Fairchild,0.4662433155080214,0.006240857529546243,33
672386,Alejandro Kirk,0.4662433155080214,0.006240857529546243,33
514888,José Altuve,0.46590909090909094,0.006283112466521836,33
518626,Josh Donaldson,0.46557486631016043,0.006325611828549022,33
670623,Isaac Paredes,0.46390374331550804,0.006541815012479998,33
546991,Albert Almora,0.46390374331550804,0.006541815012479998,33
661388,William Contreras,0.46356951871657753,0.00658580497558985,33
641505,Jonathan Davis,0.4632352941176471,0.006630047415346604,33
543685,Anthony Rendon,0.46256684491978617,0.006719294388965909,33
681807,David Fry,0.4615641711229947,0.0068550876732845125,33
643265,Garrett Cooper,0.4615641711229947,0.0068550876732845125,33
687597,Jordan Beck,0.4612299465240642,0.006900869570901077,33
673548,Seiya Suzuki,0.4612299465240642,0.006900869570901077,33
592192,Mark Canha,0.4598930481283423,0.007086616201828015,33
553902,Willians Astudillo,0.4598930481283423,0.007086616201828015,33
502671,Paul Goldschmidt,0.4595588235294118,0.007133713604321476,33
691023,Jordan Walker,0.4595588235294118,0.007133713604321476,33
667472,Dane Myers,0.45889037433155083,0.007228709734172661,33
572228,Luke Voit,0.45889037433155083,0.007228709734172661,33
621020,Dansby Swanson,0.45889037433155083,0.007228709734172661,33
642715,Willy Adames,0.45822192513368987,0.007324782383339964,33
694671,Wyatt Langford,0.45755347593582885,0.007421941308041655,33
669257,Will Smith,0.45721925133689845,0.007470931189063068,33
624413,Pete Alonso,0.456885026737968,0.00752019632494647,33
547989,José Abreu,0.4565508021390375,0.0075697379522355265,33
593934,Miguel Sanó,0.45621657754010697,0.007619557311262981,33
672478,Jordan Diaz,0.45621657754010697,0.007619557311262981,33
502054,Tommy Pham,0.4558823529411765,0.0076696556461534416,33
649966,Luis Urías,0.4558823529411765,0.0076696556461534416,33
665804,Miguel Amaya,0.455548128342246,0.007720034204825903,33
502110,J. D. Martinez,0.4552139037433155,0.007770694238996225,33
643376,Danny Jansen,0.45487967914438504,0.007821637004179767,33
542932,Jon Berti,0.45487967914438504,0.007821637004179767,33
665489,Vladimir Guerrero,0.4538770053475936,0.007976174298005552,33
691723,Coby Mayo,0.4535427807486631,0.008028260618468713,33
572041,Aj Pollock,0.45320855614973266,0.00808063600459739,33
664238,Dylan Moore,0.45254010695187163,0.008186259091114242,33
680779,Henry Davis,0.45254010695187163,0.008186259091114242,33
642350,José Siri,0.45254010695187163,0.008186259091114242,33
643524,Frank Schwindel,0.4518716577540108,0.008293053830250748,33
669234,Justyn-Henry Malloy,0.4518716577540108,0.008293053830250748,33
516770,Starlin Castro,0.45153743315508027,0.008346893796478383,33
455117,Martín Maldonado,0.4508689839572193,0.008455465409558015,33
686780,Pedro Pagés,0.4502005347593583,0.008565234624520641,33
592663,J. T. Realmuto,0.44986631016042783,0.00862057160746262,33
669127,Shea Langeliers,0.4495320855614973,0.008676211928244817,33
660766,Juan Yepez,0.4491978609625669,0.00873215690731004,33
571771,Enrique Hernández,0.4485294117647059,0.008844966141244507,33
668715,Spencer Steer,0.4485294117647059,0.008844966141244507,33
687952,Christian Encarnacion-Strand,0.4485294117647059,0.008844966141244507,33
641933,Tyler O'Neill,0.44819518716577544,0.008901833056187653,33
678246,Miguel Vargas,0.44719251336898397,0.009074299034025554,33
605113,Nick Ahmed,0.44685828877005357,0.009132413915922606,33
660757,Oscar González,0.44652406417112306,0.00919084415788303,33
606992,Eric Haase,0.44618983957219255,0.009249591114930312,33
670097,Zack Short,0.44618983957219255,0.009249591114930312,33
642731,Thairo Estrada,0.4451871657754011,0.009427745884569565,33
622534,Manuel Margot,0.4451871657754011,0.009427745884569565,33
649557,Aledmys Díaz,0.4451871657754011,0.009427745884569565,33
545341,Randal Grichuk,0.4451871657754011,0.009427745884569565,33
607208,Trea Turner,0.4448529411764706,0.009487773329195193,33
608701,Rob Refsnyder,0.4441844919786097,0.009608800240461485,33
624641,Edmundo Sosa,0.4441844919786097,0.009608800240461485,33
596103,Austin Slater,0.4438502673796792,0.009669802467223633,33
694192,Jackson Chourio,0.4435160427807487,0.009731132387911852,33
571745,Mitch Haniger,0.4435160427807487,0.009731132387911852,33
594807,Adam Duvall,0.4425133689839572,0.009917102229827038,33
608841,Joey Meneses,0.44217914438502676,0.00997975686180283,33
596748,Maikel Franco,0.44050802139037437,0.010298078474591939,33
673357,Luis Robert,0.44017379679144386,0.010362762404732788,33
673237,Yainer Diaz,0.44017379679144386,0.010362762404732788,33
405395,Albert Pujols,0.44017379679144386,0.010362762404732788,33
408234,Miguel Cabrera,0.4398395721925134,0.010427789527752824,33
572233,Christian Walker,0.4395053475935829,0.010493161275811347,33
543760,Marcus Semien,0.4395053475935829,0.010493161275811347,33
642708,Amed Rosario,0.4391711229946524,0.01055887908492931,33
621438,Tyrone Taylor,0.4391711229946524,0.01055887908492931,33
686668,Brenton Doyle,0.438836898395722,0.010624944394989476,33
676694,Jake Meyers,0.438836898395722,0.010624944394989476,33
665161,Jeremy Peña,0.438168449197861,0.010758123296776742,33
543228,Yan Gomes,0.4375,0.010892709577470829,33
571448,Nolan Arenado,0.43716577540106955,0.01096053412564521,33
595879,Javier Báez,0.43582887700534767,0.011235409220111426,33
668885,Austin Martin,0.43516042780748665,0.011375013539755357,33
592206,Nick Castellanos,0.4341577540106952,0.011587161859333868,33
672820,Lenyn Sosa,0.4338235294117647,0.011658615095062733,33
621446,Lewis Brinson,0.4338235294117647,0.011658615095062733,33
664247,Kyle Garlick,0.43348930481283426,0.011730439394906308,33
592518,Manny Machado,0.4324866310160428,0.011948153753293469,33
640461,Chad Pinder,0.43215240641711233,0.012021477403027114,33
575929,Willson Contreras,0.4318181818181818,0.012095179682850517,33
640458,Óscar Mercado,0.4318181818181818,0.012095179682850517,33
527038,Wilmer Flores,0.4314839572192513,0.012169262117510328,33
657136,Connor Wong,0.4314839572192513,0.012169262117510328,33
677951,Bobby Witt,0.43114973262032086,0.01224372623560109,33
680574,Matt Mclain,0.43081550802139046,0.012318573569563835,33
663662,Daz Cameron,0.43081550802139046,0.012318573569563835,33
656669,Jordan Luplow,0.43048128342245995,0.012393805655684693,33
593428,Xander Bogaerts,0.43014705882352944,0.012469424034093474,33
657557,Paul Dejong,0.429812834224599,0.012545430248762195,33
655316,Andruw Monasterio,0.42914438502673796,0.012698612381969232,33
596115,Trevor Story,0.4288101604278075,0.012775791407648302,33
683734,Andrew Vaughn,0.4281417112299466,0.012931333173779374,33
681987,Nate Eaton,0.4278074866310161,0.013009699044380487,33
673490,Ha-Seong Kim,0.4278074866310161,0.013009699044380487,33
650402,Gleyber Torres,0.4271390374331551,0.013167628614754944,33
650559,Bryan De La Cruz,0.4264705882352941,0.013327165807478605,33
676609,José Caballero,0.4264705882352941,0.013327165807478605,33
624414,Christian Arroyo,0.4264705882352941,0.013327165807478605,33
664874,Seby Zavala,0.4264705882352941,0.013327165807478605,33
666176,Jo Adell,0.42580213903743314,0.013488323296223858,33
650391,Eloy Jiménez,0.42546791443850274,0.013569513628839656,33
622761,Jorge Mateo,0.42546791443850274,0.013569513628839656,33
500743,Miguel Rojas,0.42479946524064177,0.013733125458416515,33
609280,Miguel Andújar,0.42479946524064177,0.013733125458416515,33
663743,Nick Fortes,0.42479946524064177,0.013733125458416515,33
666969,Adolis García,0.42479946524064177,0.013733125458416515,33
457705,Andrew Mccutchen,0.42413101604278075,0.013898389535399663,33
672724,Oswald Peraza,0.4231283422459894,0.014149411822219056,33
660707,Elehuris Montero,0.4231283422459894,0.014149411822219056,33
663697,Jonathan India,0.42245989304812837,0.01431886303241234,33
624513,Dom Nuñez,0.42245989304812837,0.01431886303241234,33
663647,Ke'Bryan Hayes,0.42245989304812837,0.01431886303241234,33
644374,Yu Chang,0.4221256684491979,0.014404224427197713,33
596142,Gary Sánchez,0.4217914438502674,0.014490011861283928,33
680911,Owen Miller,0.4214572192513369,0.014576226974034049,33
666182,Bo Bichette,0.4214572192513369,0.014576226974034049,33
693307,Dillon Dingler,0.42112299465240643,0.014662871408592926,33
661531,Brian Serven,0.42112299465240643,0.014662871408592926,33
664034,Ty France,0.4207887700534759,0.01474994681188395,33
671056,Iván Herrera,0.4207887700534759,0.01474994681188395,33
592178,Kris Bryant,0.41978609625668456,0.015013775359994246,33
621035,Chris Taylor,0.41945187165775405,0.015102591182904638,33
656896,Emmanuel Rivera,0.41911764705882354,0.015191846265726998,33
593643,Hanser Alberto,0.4187834224598931,0.015281542277985722,33
681584,David Villar,0.4184491978609626,0.015371680892959748,33
677594,Julio Rodríguez,0.41811497326203206,0.015462263787678662,33
656537,Derek Hill,0.41811497326203206,0.015462263787678662,33
608324,Alex Bregman,0.41811497326203206,0.015462263787678662,33
543068,C. J. Cron,0.41778074866310166,0.015553292642919157,33
672580,Maikel García,0.41778074866310166,0.015553292642919157,33
680777,Ryan Jeffers,0.4171122994652407,0.015736694976783542,33
682663,Agustín Ramírez,0.4171122994652407,0.015736694976783542,33
543877,Christian Vázquez,0.4171122994652407,0.015736694976783542,33
663886,Tyler Stephenson,0.4167780748663102,0.015829071835660905,33
675656,Kevin Smith,0.4164438502673797,0.01592190141555879,33
640492,José Azócar,0.4164438502673797,0.01592190141555879,33
682622,Noelvi Marte,0.4164438502673797,0.01592190141555879,33
669134,Luis Campusano,0.4161096256684492,0.016015185415929997,33
676391,Ernie Clement,0.4154411764705882,0.016203123494514218,33
621043,Carlos Correa,0.41443850267379684,0.016488481466102742,33
678554,Curtis Mead,0.41443850267379684,0.016488481466102742,33
668227,Randy Arozarena,0.4141042780748663,0.016584527886008803,33
444876,Alcides Escobar,0.4137700534759359,0.016681040726559,33
672515,Gabriel Moreno,0.4137700534759359,0.016681040726559,33
462101,Elvis Andrus,0.41343582887700536,0.016778021716867576,33
678882,Ceddanne Rafaela,0.41209893048128343,0.017170661886918754,33
592669,Hunter Renfroe,0.411764705882353,0.017270009691613897,33
572204,Trayce Thompson,0.41143048128342247,0.017369836098013396,33
810938,Ben Williamson,0.41143048128342247,0.017369836098013396,33
656448,Stone Garrett,0.4107620320855615,0.01757093173886403,33
553869,Elías Díaz,0.4107620320855615,0.01757093173886403,33
621512,Tomás Nido,0.41042780748663105,0.017672204493909976,33
571976,Wil Myers,0.4100935828877006,0.017773962891839176,33
628451,Andy Ibáñez,0.40942513368983957,0.017978943697573465,33
669743,Alex Call,0.4090909090909091,0.018082169655063072,33
678662,Ezequiel Tovar,0.40842245989304815,0.01829010158065427,33
643289,Mauricio Dubón,0.40741978609625673,0.0186057263079867,33
687401,Joey Ortiz,0.4070855614973262,0.018711935549327343,33
641511,Jason Delay,0.40641711229946526,0.01892586633619144,33
681351,Logan O'Hoppe,0.4060828877005348,0.01903359149618526,33
683011,Anthony Volpe,0.4060828877005348,0.01903359149618526,33
669707,Jared Triolo,0.4054144385026738,0.019250570412226428,33
664761,Alec Bohm,0.4050802139037434,0.019359827804120943,33
516782,Starling Marte,0.40441176470588236,0.01957988757188651,33
595978,Austin Hedges,0.40407754010695185,0.01969069360486591,33
641313,Tim Anderson,0.40407754010695185,0.01969069360486591,33
671289,Tyler Freeman,0.40374331550802145,0.019802019514531356,33
666971,Lourdes Gurriel,0.40374331550802145,0.019802019514531356,33
621028,Kevin Newman,0.40374331550802145,0.019802019514531356,33
457759,Justin Turner,0.40374331550802145,0.019802019514531356,33
673962,Josh Jung,0.40340909090909094,0.019913867138251124,33
676801,Chas Mccormick,0.40340909090909094,0.019913867138251124,33
696285,Jacob Young,0.40274064171123,0.020139134894887376,33
545361,Mike Trout,0.4017379679144385,0.020480995521109203,33
663538,Nico Hoerner,0.4017379679144385,0.020480995521109203,33
665482,Gilberto Celestino,0.4007352941176471,0.02082765147438263,33
606157,Aristides Aquino,0.4007352941176471,0.02082765147438263,33
607680,Kevin Pillar,0.40040106951871657,0.02094427778357661,33
672640,Otto Lopez,0.40006684491978617,0.02106144437258689,33
592273,Brandon Drury,0.40006684491978617,0.02106144437258689,33
645302,Víctor Robles,0.40006684491978617,0.02106144437258689,33
681146,Jonah Bride,0.39939839572192515,0.021297405895991543,33
570731,Jonathan Schoop,0.39939839572192515,0.021297405895991543,33
691026,Masyn Winn,0.3990641711229947,0.021416204591929947,33
701358,Cam Smith,0.3990641711229947,0.021416204591929947,33
666149,Tyler Fitzgerald,0.39872994652406424,0.0215355510907574,33
676701,Alan Trejo,0.39839572192513373,0.02165544728178763,33
642851,Austin Wynns,0.3980614973262032,0.021775895057736732,33
624431,Jose Trevino,0.3967245989304813,0.02226323998368417,33
666198,Carter Kieboom,0.39572192513368987,0.022634633566071476,33
676369,Nelson Velázquez,0.3950534759358289,0.02288506033463557,33
691781,Brady House,0.3940508021390375,0.023264985550442617,33
678894,Liover Peguero,0.39371657754010697,0.023392777700796907,33
669222,Nick Senzel,0.3933823529411765,0.023521148286754837,33
677649,Ezequiel Duran,0.3933823529411765,0.023521148286754837,33
595956,Cam Gallagher,0.393048128342246,0.023650099251070887,33
669397,Nick Allen,0.393048128342246,0.023650099251070887,33
543281,Josh Harrison,0.3920454545454546,0.024040453890647007,33
668670,Jake Rogers,0.3920454545454546,0.024040453890647007,33
501571,Juan Lagares,0.3913770053475936,0.02430362797253107,33
668800,Andrew Knizner,0.3910427807486631,0.024436102187086996,33
573131,Darin Ruf,0.3900401069518717,0.02483709711983229,33
680118,Dairon Blanco,0.3897058823529412,0.02497195943313537,33
663698,Joey Bart,0.3893716577540107,0.025107423708593556,33
607732,Jacob Stallings,0.38870320855614976,0.025380166074423064,33
669477,Casey Schmitt,0.38836898395721925,0.025517448136885387,33
664901,Danny Mendick,0.3880347593582888,0.025655340105664833,33
543510,James Mccann,0.3870320855614973,0.026072695404119765,33
669289,Santiago Espinal,0.38669786096256686,0.026213046967891118,33
656582,Connor Joe,0.38669786096256686,0.026213046967891118,33
605131,Austin Barnes,0.3860294117647059,0.026495611824703412,33
620443,Luis Torrens,0.3856951871657754,0.02663782913943009,33
543592,Austin Nola,0.38402406417112306,0.027358345283807237,33
628338,Guillermo Heredia,0.3830213903743316,0.027798271562425408,33
608348,Carson Kelly,0.3820187165775401,0.028243977438014368,33
493329,Yuli Gurriel,0.3803475935828877,0.028999814205972904,33
658668,Edward Olivares,0.37967914438502676,0.029306744665038787,33
443558,Nelson Cruz,0.37800802139037437,0.030085704875244094,33
516416,Jean Segura,0.3773395721925134,0.030401986196510453,33
667452,Corey Julks,0.3773395721925134,0.030401986196510453,33
663624,Ryan Mountcastle,0.37667112299465244,0.03072097666632261,33
643396,Isiah Kiner-Falefa,0.376336898395722,0.030881493060169605,33
545350,Jake Marisnick,0.3760026737967915,0.031042693020481942,33
622110,Matt Duffy,0.3753342245989305,0.031367152038228006,33
663527,Tyler Nevin,0.37500000000000006,0.03153041530123371,33
666023,Freddy Fermin,0.3736631016042781,0.0321904092366101,33
475582,Ryan Zimmerman,0.3736631016042781,0.0321904092366101,33
663611,Nick Madrigal,0.3733288770053476,0.032357153508181045,33
665966,Carlos Narváez,0.3733288770053476,0.032357153508181045,33
435559,Kurt Suzuki,0.37299465240641716,0.03252460033073914,33
702332,Caleb Durbin,0.37266042780748665,0.03269275182676511,33
571657,Kyle Farmer,0.3723262032085562,0.03286161012130782,33
682626,Francisco Álvarez,0.3723262032085562,0.03286161012130782,33
641658,Garrett Hampson,0.3723262032085562,0.03286161012130782,33
570481,Erik González,0.3719919786096257,0.03303117734197031,33
623912,Harold Ramírez,0.3713235294117647,0.0333724470847554,33
578428,Jose Iglesias,0.37065508021390375,0.0337165781265017,33
676356,Jonny Deluca,0.36965240641711233,0.0342381770665771,33
570482,Gio Urshela,0.36965240641711233,0.0342381770665771,33
805367,Chase Meidroth,0.36864973262032086,0.0347663103561674,33
456781,Donovan Solano,0.36864973262032086,0.0347663103561674,33
681393,Connor Norby,0.3683155080213904,0.03494381690243131,33
670712,Mike Brosseau,0.3653074866310161,0.036574694767069156,33
681624,Andy Pages,0.36397058823529416,0.03731904367653244,33
663897,Luke Williams,0.36330213903743314,0.03769578681826609,33
602074,Yonathan Daza,0.36296791443850274,0.037885308220172664,33
669256,Nick Solak,0.3626336898395722,0.03807559909967065,33
622569,Pablo Reyes,0.36196524064171126,0.03845849807485946,33
608596,Tom Murphy,0.3616310160427808,0.0386511105675052,33
807713,Matt Shaw,0.3602941176470589,0.039429365299452936,33
650968,Yohel Pozo,0.35962566844919786,0.039823206422999205,33
600474,Pedro Severino,0.3592914438502674,0.040021313163375705,33
591720,Ronald Torreyes,0.3582887700534759,0.04062040469234828,33
678877,Jhonkensy Noel,0.3572860962566845,0.0412266998124306,33
663837,Matt Vierling,0.35695187165775405,0.04143040936351927,33
457708,Justin Upton,0.3562834224598931,0.041840258602653745,33
518934,Dj Lemahieu,0.3556149732620321,0.04225336290457361,33
664058,David Fletcher,0.3522727272727273,0.044368337163801036,33
682668,Luisangel Acuña,0.34759358288770054,0.047471045028422997,33
679032,Johan Rojas,0.34592245989304815,0.048620270004258434,33
677942,Blaze Alexander,0.34391711229946526,0.050028529479251724,33
683021,Michael Stefanic,0.34358288770053474,0.050266367199473486,33
608700,Kevin Plawecki,0.3425802139037433,0.050985288045895596,33
641820,Trey Mancini,0.3422459893048128,0.051226738521368186,33
640449,Clint Frazier,0.3422459893048128,0.051226738521368186,33
680474,Max Schuemann,0.3412433155080214,0.0519565526080616,33
456715,Lorenzo Cain,0.34024064171123,0.0526946088563663,33
446334,Evan Longoria,0.3372326203208556,0.05495885087422207,33
455139,Robinson Chirinos,0.3372326203208556,0.05495885087422207,33
686676,Korey Lee,0.3362299465240642,0.05573049639962703,33
593160,Whit Merrifield,0.3292112299465241,0.06137498420203204,33
572287,Mike Zunino,0.3275401069518717,0.06278303268277842,33
664702,Myles Straw,0.3245320855614974,0.06538137022809823,33
805779,Jacob Wilson (805779),0.3211898395721925,0.06836645266677997,33
687231,Darell Hernaiz,0.3201871657754011,0.06928243224039536,33
665923,Esteury Ruiz,0.31383689839572193,0.07530801594689888,33
641553,Adam Engel,0.31316844919786097,0.07596522012396217,33
518586,Charlie Culberson,0.3074866310160428,0.08173250734940378,33
457763,Buster Posey,0.3054812834224599,0.08384668555519567,33
676480,José Barrero,0.30514705882352944,0.08420310247157896,33
595751,Jorge Alfaro,0.304812834224599,0.08456068367432241,33
679845,Nick Loftin,0.29745989304812837,0.09272658787187306,33
695336,Thomas Saggese,0.2967914438502674,0.09349776501490517,33
572039,Stephen Piscotty,0.2907754010695187,0.10066010426074982,33
687093,Vaughn Grissom,0.2810828877005348,0.11306310994811959,33
691594,Javier Sanoja,0.27339572192513373,0.12368730242062974,33
642162,Pat Valaika,0.25935828877005346,0.14497096195081297,33
656248,Sean Bouchard,0.2580213903743316,0.1471289017791883,33
594838,Philip Gosselin,0.2553475935828877,0.15151464486591096,33
656308,Michael Chavis,0.24197860962566844,0.17486832800930677,33
608703,Matt Reynolds,0.1928475935828877,0.2822661792857581,33
